intents,patterns
is 3 of the 7th dwarf's today.. HAPPY and SLEEPY and HUNGRY.. yeah I made one up ,4
http://twitpic.com/4fasx - A preview of photos to come ,4
"@MrsMcFlyGrimmy i reckon they'll completely finish soon yenno, i think thats why theyve put The saturdays together  Best thing ever!! ",4
I just ate a chicken soft taco.... yum! ,4
Being a cute girl has its perks. Like getting car services for free ,4
2nd one   http://twitpic.com/4fast,4
watchin' tv ,4
@Lisamcg2 fantastic to hear it!!!  how was it?,4
@chelseabot there is always the 5000th ,4
"@OfficialAshleyG aww, he is so cuuute  How old is he?",4
shopping with mommmmma ,4
@elociNNNicole e-mail is fine.  I look forward to the package. ,4
@see_dot_run   I &lt;3 you i'll call you when it slows down,4
camera obscura - if looks could kill - @tezzer57 says thursday was a great show  ? http://blip.fm/~5fkqc,4
Watching TMNT (the one released in 2007). Feeling like a kid again. This is awesome ,4
@ramdomthoughts  check  your googlemail m8 ,4
Talk went very well. AND got signed copies of both of Ray Kurzweil's books as a gift! ,4
@jerryjamesstone thanks for the #FF ,4
needs a spring clean. Room full of stuff scattered everywhere. It's what happens with the absence of parents  x http://bit.ly/D-Sol17,4
"is thinking to myself... &quot;now is not the time to panic, it's just a famous person watching you&quot; OMG I'm FLIPPING OUT! ",4
Laredoans: Join the new &quot;Laredo&quot; Tatango group! Get to txt with new people!  http://tinyurl.com/d8t8sy,4
@hochmann I am with you on the rain! Makes everything seem refreshed. It is raining here too but no worries...life is awesome! ,4
http://twitpic.com/4fasy Street fair on 3rd ave  summer is here,4
@superheroaustin if you want to go we can hon. As long as we watch the notebook first!!! ,4
"at ej's partaaayy, just finished eating a good meal. ",4
@Natalie147 well I think so... ,4
@timothompson Thanks!  We're pretty excited....and now more news to come in the next couple of weeks ,4
@lilyroseallen happy birthday  x,4
http://twitpic.com/4fatk - me and my sister younger ,4
@taylorswift13 's concert tonight!!! Gino &amp; I are already here. Sitting in the car and jamming to her songs!  http://twitpic.com/4fath,4
getting ready for lunch with my mom ,4
the decision has been made. It's Angels and Deamons time. Then maybe some DK64!!! LOL ,4
I know of 2 people in my current Twitter Timeline who are totally amazed at something they've received. I know their jaws are dragging. ,4
Anyone else think the Doomsday Machine in Star Trek looks like a big fish? I bet they used an old lure ,4
"Time for a short nap, my mom's graduation at 7:30, then my friends partay later tonight! ",4
http://twitpic.com/4fatq - My best friend is going to prom ,4
"is full up now, scrummy tea, and now curled up on the couch watching britains got talent ",4
@MattFeelLoved yes plz ,4
"@LocalJoost I'd hate to disappoint you in your view of art photography, but this is a *technical* not *creative* assignment ",4
@EmoKidsInc  whats this about? ,4
@joeymcintyre... just thinkin of  you   hope u have a good day,4
fantastic speech by alistair campbell ,4
finally done with laundry  cleanin up and getting ready for work,4
@pinklady1978 maybe i will watch it later then ,4
"@mileycyrus please, listen!  love you Miley!",4
wow. so much for an adventurous weekend! but it's still earrrrlyyy lol ,4
Fantastic cuddle/napping weather ,4
@katejacobson sounds like an amazingly beautiful plan ,4
is with her aunt&amp;cousin. benihana tonite ,4
Driving home from Chicago. ,4
@katyperry i love you  sorry. had to be said.,4
Can i go on tour with a rocket to the moon pleasee ,4
Is watching britains got talent and liked the mini Oliver ,4
Camp Rock again   &amp; then haircut!,4
@MsLaurenLondon Haha i like the creativity with the lyrics! What are you gonna do w/ur hair? twitpic it once your done ,4
@katyperry hi  How r u?,4
"What an amazing 6th goal by Barcelona (crushing Madrid 2-6) Fans in Madrid start leaving the stadium, they can't take it anymore ",4
Just getting my feet wet with Twitter. It's like a giant online text message and we all know how girls like to text! ,4
Bout 2 go see Wolverine with my BFF ,4
@WeTheTRAVIS WE THE KINGS OWNS YOUR FACE.      Live up to it.  ,4
Meyoung's one shot was absoutely amazing ,4
@gloria_hayden hey new Twitter buddy  Hope you're having a good day!,4
@Dunndertaker free comic book day... That should suck one. ,4
@ajtabaldo Welcome back to twitter then...  ,4
"haha Jesse McCartney is playing in the bathhrooooommmm, thanks to SEAN! hahahah  duras muncho guey haha JK JK",4
"MMM...cake, the cake were delicious... now I�m going to go to the gym ",4
@nicoleslaw I did the sailing charter with friends for my 26th ,4
Couple more for #tweetdeck list: @problogger @sharonhayes @starwoodgal @enoxh and my own @cruisesnapshot ,4
@paigeeybby not sure i'll let you know when i get it. ,4
on my way to see static x !  at ufest with 15 other bands ,4
"be who you are say what you feel, 'cause those who matter don't mind &amp; those who mind don't MATTER ",4
cba to do anything! ,4
"Ahh, what times Britains got talent on? Have I missed it?! Catch up, here I come! Ahh! ",4
MY 100TH TWEET ,4
@jeweljk cant wait to buy your new album ! ,4
shopping today ,4
@bittabuffalo Good to know for when I get tired! lol! ,4
"At the carwash, gdale soon ",4
@madeinwales nice!  count me in!,4
just trying twitter plugin for twitter  http://tr.im/kj0d,4
Crepes and b&amp;n...nice to relax ,4
"@aah1981 NKOTB- Are you down? Sarah -Why yes, yes I am.  let me know what time, I&quot;ll be around for the afternoon, just picking up.",4
hate hangovers. feel dead tired and shitty. hardly eaten anything today. Coraline was amazing again tho. another pair of 3D glasses ,4
"Look, I sent a tweet!  This should hold me over for a couple of weeks ",4
i absolutely love @davedays ' song &quot;east to west&quot;. cant wait to get the CD &lt;3 everybody should buy it. @davedays deserves that ,4
@heidimontag going shopping for my prom dress! ,4
@bikerbar I'm guessing you really like pie? ,4
@katyperry LOL. btw katy i love ur songs.. and ur fashion choices xD keep it real  xoxo,4
"@josumner hope u got packed, im gunna attempt to watch the gig online ",4
done it ,4
@sharonhayes Sure thing... Should we start with Ustream &amp; blip channels or go big right out of the gate and buy a brick &amp; mortar?  #twittv,4
@AngelicaV1 http://twitpic.com/4ego1 - Raw fish? Maybe after it has been on the Barbe. ,4
Ahh the Mountain View guys are here  best looking group of firefighters around.,4
uploading a new song on myspace called ROCK IT ,4
@llevy thought u might say that ,4
"@brandingexpert If the world were even, I would so agree with you. ",4
"fall out boy's at metropolis and NOT at cepsum, YEYY ",4
@clairelrowland  That is awesome that you do that.  -- Trying myself to conserve..,4
@emzyjonas I know it is :L I thought that would make you laugh ,4
"@buffywoo I can't believe something like that exists!  It's like fate! It was born to be with me, forever and ever.",4
No Doubt is back together!! For now anyway.. but yaaaayyyy!! ,4
Lari just told me &quot;I'm sick like mommy. My head hurts.&quot; ,4
bumpin 'Angel in Disguise' by @4everbrandy that song still go hard to this day!!! i *heart* you brocka.....   one of the greatest ,4
I just have to reblip this one... it a beautiful day  ? http://blip.fm/~5fl3h,4
@EricaSpindler Have a great weekend too. I'll be reading Last Known Victim now.  I rate things on &quot;weRead&quot; so it'll say what I think too.,4
"@myrios  ah well, not like I'm filled with free money right now.  Just charged a car down payment ",4
@Cubicz awesome! sounds like fun ,4
"@JustinMGatson Haiii. I love you, more than Jesus. Probably because I'm Jewish, but yeah. ",4
Going to the land of adventure with my bitches!!! good luck whit baby with the rest.  [[BoSs LaDy]],4
"haha, oh. and yea. here tooo.  hi, im josephine ",4
@Tweekerchick  If there turns out not to be it just means they're stupid. ,4
@LynnSerafinn Too bad I can't listen! You have to live in the UK to listen online. Good to hear from you tho ,4
I think we should do a Storychaser focused barcamp in OKC this summer... The ideas and energy from #podstock09 are contagious! ,4
@darraghdoyle I only get the winning numbers 5 minutes before the draw - you've no idea how frustrating it is ,4
@AliBee16 I will twitpic it tomorrow for you when its all finished ,4
I bought a new Coach purse. Sure it's probably fake buy who cares. I have my real one already. ,4
"@gustd of course I did use the joint account to pay, so it's all good. Love you!! ",4
Went to jamies b-day today ! Was so much fun ,4
Whoo! I got my phone!  it feels good to txt on the outside! :p,4
@Enchantedpr Hi babe. The first one 6:30pm. ,4
@riddle So now we can say iPhone is not ideal ,4
on twitter ,4
"@wigenout hi! What day are you on? I skipped yesterday, day 3, but don't plan on doing that again. I want results!  #shred",4
@TheRealTMR good enough for you to risk our lives by texting and eating C-F-A while driving ,4
@Beccylewis18 I'll try for ya Beccy ,4
"@mileycyrus hey, is it true that Lily and Oliver are dating? (in Hannah Montana) ",4
Enjoying the weekend and all the naps ,4
Just thought I'd drop by &amp; say Hi ! I knw I dn't knw u ppl &amp; U dn't knw me but Hi anyway ,4
watchin the music channel ,4
Is picking up her sissy ,4
"@elenaxoxo OW! I did that, the burn didnt go away for a month,. Feel better ",4
There's something about spring that make me want to open all the windows and listen to really loud music ,4
watching a movie ,4
Lol  Omg that was fun the food ended up in the street lol ,4
My sermon is shaping up nicely for tomorrow--it's short.  But I've written 1485 words in about two hours. Wish I could do that every day!,4
checking out the twitters. Haven't been around for a bit. Welcome Breezy. ,4
Ordered my customized shirt on CustomInk.com ,4
add &lt;meta http-equiv=&quot;X-UA-Compatible&quot; content=&quot;IE=8&quot; /&gt; into the head of the page? ,4
I am someones Mixed tape too ,4
  @ginaaa &lt;3 GO TO THE SHOW TONIGHT,4
so how about i hope on the very next flight to Jersey! as long as im there for the FOB signing at 7 ,4
http://tinyurl.com/dy3uqe JONAS: Behind The Scenes Warning: may make you cry ,4
Its the historic day of my birth! Going to disneyland with Smiles and bowling later tonight!!! Soooo excited ,4
OMFG! I am so doing the lottery next week. I just guessed like 3 numbers ,4
@eelain212 was bella making her vampire face? ,4
"man, do i enjoy good quality football: go bar�a! ",4
im watching britains got talent !! ,4
my hand has a cast thing on it. and its hard to type! haha. im about to leave to go shopping with my cousin. my GUY cousin.  i love him.[:,4
With Mamaya ,4
Happy 1 year wedding anniversary/7 year anniversary as a couple to my sissy &amp;&amp; brother-in-law! ,4
@Techno_Barista no problem hon...howz it going? what's new!?!? ,4
@ElementsOfJazz Funny that! I'm not he though. ,4
"@alliewayfilms it's true, and about dreams and money and it all  like the genie, ask and you will receive ",4
@FranciscoIV and @HoytFortenberry were great on Dallas' show. You guys are real damn brave. Love hearing your voices.  Be well &amp; safe.,4
@Hi_Dan cheers for the follow  reciprocated ,4
waiting till 2 to go to appointment then hitting the city Watcheeeeeeeee  !  tay's house tonighhttt &lt;333,4
"@Ellyn_Carnall So open it, log in and see what happens ",4
Listeing to rockstar hannah montana ,4
"@K2_Jonas yes, but the Jonas Brothers coming to uruguay? and Montevideo or  PUnta del Este? I Love Jonas Brothers! kiss Goodbye ",4
Milk shakes and burritos with the girls ,4
"with my girls, were gonna go bikini shopping! ",4
@MyInnerChild awww thanks hun!! ,4
@kellygirl27 That's Funny!!!   I now have a game named for me!  LOL,4
"@ninanyc I haven't met a sun shower I haven't embraced!  Just took a tour of the garden in the rain- the smell, the blooms, lovely.",4
john 11-13 for wed!!! and bring your $7 if your coming to see x-men at belltower friday! ,4
Carls Jr ,4
is wearing a dress today ,4
#DMCwmnSHOW This is Julian from the DMC Twitter booth here! awesome day today...we've had over 2-3 dozen people TWEET with us today!! ,4
"@winstonaudio  Zach, hope you ended up getting garbage plates. ",4
i love beyonce's laugh ,4
@savagediana its like +14 out here as well.. Hope you gets better ,4
"Music politics at house party, I'm winning ",4
You probably have never listened to Lemon Jelly. You should. &quot;Tune for Jack&quot; and &quot;Page One&quot; are two phenominal tracks. Good afternoon ,4
"Bev's b'day tomorrow so I'm cooking lunch. Well, bbq'ing so not hard work. She has A tonight apparently - good luck is all I can say! ",4
As part of our errands we have to stop by the Apple Store - the things I must suffer through ,4
